objectid,site_name,site_categ,site_type,shape_stat,common_nam,sci_name,taxon_leve,class_name,establish,establish1,data_origi,local_id,reference,origin,origin_met,originator,last_visit,last_vis_1,last_vis_2,next_visit,last_vis_3,last_vis_4,last_vis_5,assoc_visi,assoc_site,assoc_obs,assoc_surv,field_loca,source_geo,comments,gis_acres,gis_miles,fs_unit_id,fs_unit_na,data_sourc,last_updat,site_cn,spatial_id,exempt_fro,shape_area,shape_len,canopy_cover,focal_mean,lf_sclass,EVT_GP_N,elevation,slope,aspect,TRI,TPI,geom
233621,Proctor Spring Nest 2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2010-01-01,Year,Forest Service,R04F07D03T30N2,NA,Natural,Direct,"(MIGRATED), J JORGENSEN (Experienced)",2018-06-06,2018-06-06,Exact,NA,Inactive,Usable,Unknown,3,0,0,9,0,Point,NA,0.078,0.039,0407,Dixie National Forest,00,2021-02-23,476861b3-fdda-4a0b-94ee-77428a903ccd,476861b3-fdda-4a0b-94ee-77428a903ccd,NA,3.2015670255e-8,6.4857602865e-4,51,36.720001220703125,B,"Ponderosa Pine Forest, Woodland and Savanna",2512,4.426830291748047,39.114013671875,15.375,9.125,"c(-1422193.19116803, 1741381.90022013)"
233800,Shovel Cr 2008 NOGO Nest 2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2008-01-01,Year,Forest Service,NA,2008,Natural,Direct,"DOUGLAS, ROBERT (Experienced)",2021-08-16,2021-08-16,Exact,NA,Inactive,Usable,Reproducing,9,0,0,1,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,be89d9b7-8a63-43a5-8123-72dc9539e33c,be89d9b7-8a63-43a5-8123-72dc9539e33c,NA,3.4019071541e-8,6.7510636619e-4,74,68.55999755859375,B,Red Fir Forest and Woodland,1857,3.0093727111816406,173.25442504882813,9.25,-2,"c(-2134544.62903622, 2391131.46625356)"
236985,Cabin Canyon NOGO Nest E,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2020-07-09,Exact,Forest Service,SJ-NOGO-D27E,NA,Natural,Direct,"ROBINSON, BENJAMIN (Experienced)",2022-06-09,2022-06-09,Day,NA,Inactive,Usable,Dependent or Nestling Period,3,0,0,0,0,Point,"Nest is in large PIPO, proximal on large lateral limb. No flagging on nest tree.",0.078,0.039,0213,San Juan National Forest,03,2022-06-30,3eccb02a-eadc-4e40-8509-1107f7e69dcd,3eccb02a-eadc-4e40-8509-1107f7e69dcd,NA,3.20367481565e-8,6.48857265387e-4,37,43.119998931884766,E,"Ponderosa Pine Forest, Woodland and Savanna",2391,2.837634325027466,193.09188842773438,10,-8.25,"c(-1101757.14695649, 1697775.90927519)"
237615,Prattville   38-2-7,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-07-17,Exact,Forest Service,38-2,NA,Natural,Direct,"MATHEWS, ERIC (Experienced)",2019-07-17,2019-07-17,Exact,NA,Active,Usable,Reproducing,1,1,1,0,0,Point,Nest is out on limb in a live white fir.,0.078,0.039,0506,Lassen National Forest,00,2021-02-23,d72b210e-e17e-4df8-bb57-cf56d89d7ea0,d72b210e-e17e-4df8-bb57-cf56d89d7ea0,NA,3.3183155541e-8,6.64086650274e-4,77,66.4800033569336,C,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1448,2.793684959411621,23.02549171447754,8.75,-2.75,"c(-2098236.07261267, 2187779.48762994)"
236164,Lick Creek A,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2015-07-07,Day,Forest Service,NA,NA,Natural,Direct,"RICHARDS, DAN (Experienced)",2021-07-07,2021-07-07,Day,NA,Inactive,Usable,Reproducing,6,0,1,0,0,Point,NA,0.078,0.039,0412,Payette National Forest,02,2022-02-10,19b62972-5f2c-4785-8b09-9d358f48491a,19b62972-5f2c-4785-8b09-9d358f48491a,NA,3.5821112123e-8,6.98550427579e-4,80,71,C,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1425,9.344868659973145,298.7508544921875,28.25,-18.5,"c(-1608951.63186572, 2623233.60099564)"
235208,R04F15D54T13-B,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2020-07-08,Day,Forest Service,Trout Creek,NA,Natural,Direct,"KULA, CHRISTOPHER (Experienced)",2022-06-27,2022-06-27,Day,NA,Active,Usable,Incubation or Gestation Period,3,4,0,0,0,Point,NA,0.078,0.039,0415,Caribou-Targhee National Forest,00,2022-08-11,461ee96e-cd66-43fb-a1ef-7aa7466618da,461ee96e-cd66-43fb-a1ef-7aa7466618da,NA,3.47182744915e-8,6.84256944616e-4,55,53.68000030517578,D,Douglas-fir Forest and Woodland,1935,10.656943321228027,71.56504821777344,32,-4.5,"c(-1215689.89991754, 2335735.98865785)"
235484,NOGO Nest - Big Canyon 309,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2010-01-01,Year,Forest Service,NOGO BC 309,NA,Natural,Direct,"CALLAHAN, RICK (Experienced)",2020-06-24,2020-06-24,Exact,NA,Inactive,Usable,Reproducing,7,1,0,0,0,Point,***2015 Canyon Creek Complex Fire burned 50% of PFA (moderate and low severity). The nest stand was 100% burned at moderate severity with some low severity. And all 6 nests sites experienced fire (5 at moderate severity and 1 at low severity). This has n,0.078,0.039,0604,Malheur National Forest,02,2024-02-20,dd9bde49-6044-407d-b499-ff8f84b2ef79,dd9bde49-6044-407d-b499-ff8f84b2ef79,NA,3.532158056e-8,6.92098359119e-4,48,35.31999969482422,C,Mountain Mahogany Woodland and Shrubland,1510,7.073992729187012,33.18685531616211,21.5,0,"c(-1802072.3598521, 2573588.56886138)"
235862,SIEGH58 Whisky Creek 2012 NOGO Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2012-07-26,Day,Forest Service,SIEGH58,NOGO Nest,Natural,Direct,"LOWE, THERESA (Experienced), CHONG, AMELIA (Limited Experience), MARTINEZ, ARISHA (No Experience)",2019-08-05,2019-08-05,Exact,NA,Inactive,Usable,Unknown,10,1,0,0,0,Point,Nest used in 2012 and 2013. Unsure about the reproduction numbers for these years. Likely 2 juveniles fledged in 2013.,0.078,0.039,0515,Sierra National Forest,02,2021-02-23,fb9562fb-e700-4ba3-aa0b-49dd0a8d6327,fb9562fb-e700-4ba3-aa0b-49dd0a8d6327,NA,3.18699262595e-8,6.46632426383e-4,52,50.08000183105469,C,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1710,11.426165580749512,290.1462707519531,35.625,-2.375,"c(-2038407.8677092, 1832520.77052479)"
232679,Northern Goshawk Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2018-08-07,Exact,Forest Service,R02F03D01T32,Big Flat Spring,Natural,Direct,"NAGEL, ROB (Experienced), WILDLIFE, CREW (Unknown)",2018-08-08,2018-08-08,Exact,NA,Inactive,Usable,Semi-Dependent or Fledgling Period,1,0,0,0,0,Point,NA,0.078,0.039,0203,Black Hills National Forest,00,2021-02-23,60be67e5-ef0e-4bf6-b3c1-dae2d111ccf8,60be67e5-ef0e-4bf6-b3c1-dae2d111ccf8,NA,3.5490898963e-8,6.94289586381e-4,63,62.68000030517578,E,"Ponderosa Pine Forest, Woodland and Savanna",1790,4.701262474060059,32.17121887207031,15.5,9,"c(-665141.103103952, 2417129.0922162)"
233008,Trail 515  A,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1994-01-01,Year,Forest Service,NA,NA,Natural,Direct,"UNKNOWN, PERSON (Unknown)",2020-07-01,2020-07-01,Day,NA,Not Found,Usable,Reproducing,4,0,0,0,200,Point,Visitor Unkown. Qualifications of visitor are unknown.,0.078,0.039,0412,Payette National Forest,00,2021-02-23,fd0e03b2-adbe-4569-8e07-8b85e4a7341c,fd0e03b2-adbe-4569-8e07-8b85e4a7341c,NA,3.55297583075e-8,6.94791742343e-4,58,48.79999923706055,B,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1444,7.749207019805908,244.06919860839844,27,-18,"c(-1592740.90417061, 2565220.1822893)"
239943,Boy Scout Camp   29-3-4,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2011-01-01,Year,Forest Service,29-3-4,NA,Natural,Direct,"PARSONS, CASSIE (Experienced)",2020-07-23,2020-07-23,Exact,NA,Active,Usable,Reproducing,6,1,3,0,0,Point,NA,0.078,0.039,0506,Lassen National Forest,00,2021-02-23,542aa276-c968-44d5-a0c0-e77594192d84,542aa276-c968-44d5-a0c0-e77594192d84,NA,3.328554105e-8,6.65440701913e-4,73,63.47999954223633,A,"Alpine Dwarf-Shrubland, Fell-field and Meadow",1848,9.99216365814209,83.78076934814453,31.125,-4.125,"c(-2102678.5370975, 2213536.71901526)"
240297,Northern Goshawk Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-08-14,Exact,Forest Service,R02F03D01T02g,Smith Draw,Natural,Direct,"WILDLIFE, CREW (Limited Experience)",2019-08-14,2019-08-14,Exact,NA,Inactive,Usable,Semi-Dependent or Fledgling Period,1,0,0,0,0,Point,Nest is in a 25 dbh ponderosa pine with a 9.5 degree slope at nest.  Nest tree aspect is 0 and nest aspect is 350 degrees.  The Canopy is 10% and the site is on a drainage side slope.,0.078,0.039,0203,Black Hills National Forest,00,2021-02-23,f59ea65e-e815-4561-a9e6-0927f14dd526,f59ea65e-e815-4561-a9e6-0927f14dd526,NA,3.5376146987e-8,6.92805086446e-4,53,53.08000183105469,D,"Ponderosa Pine Forest, Woodland and Savanna",1840,5.70668363571167,297.4287414550781,18,-2.25,"c(-642473.106054171, 2393654.84119217)"
240585,South Cedar Gulch Nest 2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2005-05-18,Day,Forest Service,NA,NA,Natural,Unknown,"(MIGRATED), D. AUSTIN (Experienced)",2021-06-21,2021-06-21,Exact,NA,Inactive,Usable,Incubation or Gestation Period,1,0,0,0,0,Point,NA,0.078,0.039,0212,Pike-San Isabel National Forest,00,2022-01-26,d3474804-41cf-41da-a33f-5b59831f9f08,d3474804-41cf-41da-a33f-5b59831f9f08,NA,3.2452316068e-8,6.54390851352e-4,28,44.68000030517578,B,"Aspen Forest, Woodland, and Parkland",2965,6.432682037353516,134.1930694580078,24,-11.75,"c(-876732.558242153, 1778580.43899786)"
239924,R04F15D54T12-A,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2018-07-10,Day,Forest Service,Blowout Canyon,NA,Natural,Direct,"KULA, CHRISTOPHER (Experienced)",2023-06-21,2023-06-21,Day,NA,Active,Usable,Dependent or Nestling Period,8,1,1,1,0,Point,NA,0.078,0.039,0415,Caribou-Targhee National Forest,00,2023-08-22,dcaba41d-d5d8-4db6-a7c7-626df13c8ef6,dcaba41d-d5d8-4db6-a7c7-626df13c8ef6,NA,3.47940238045e-8,6.85244399259e-4,74,65.19999694824219,E,Douglas-fir Forest and Woodland,1880,10.712850570678711,322.9600830078125,35.625,13.875,"c(-1214665.63517241, 2350813.16473718)"
243441,Goshawk Nest - Ruby Creek,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2017-01-01,Year,Forest Service,NA,NA,Natural,Direct,"BORYSEWICZ, MIKE (Experienced)",2018-06-07,2018-06-07,Day,NA,Inactive,Usable,Dependent or Nestling Period,2,1,1,1,0,Point,"Nest is in a roughly 30 inch Douglas Fir with a pronounced cat face.  Nest is about 35 feet up the tree and against the tree bole. 

In 2014, Wildlife Technician Josh Abel completed an acoustical survey for goshawks in this area and got a response from",0.078,0.039,0621,Colville National Forest,00,2023-09-27,083db791-66ba-448e-960c-f3fb41a93641,083db791-66ba-448e-960c-f3fb41a93641,NA,3.82287227225e-8,7.29085392594e-4,77,74.23999786376953,B,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1200,10.268233299255371,215.41383361816406,30.875,-4.625,"c(-1586283.0946953, 3020137.371133)"
242359,First Spr 2001 NOGO Nest 6,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2001-01-01,Year,Forest Service,NA,2001,Natural,Direct,"FROST, ELIZABETH (Experienced)",2021-08-25,2021-08-25,Exact,NA,Inactive,Usable,Reproducing,6,0,0,1,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,7c1b9cbc-1cb6-4b19-a057-67b72cc75f78,7c1b9cbc-1cb6-4b19-a057-67b72cc75f78,NA,3.3947097501e-8,6.74161185191e-4,57,56.31999969482422,C,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1669,7.932191371917725,92.3090591430664,23.375,-2.625,"c(-2131371.1624728, 2374207.53733159)"
243302,Trail 515 A2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2000-01-01,Year,Forest Service,NA,NA,Natural,Direct,"UNKNOWN, PERSON (Unknown)",2020-07-01,2020-07-01,Day,NA,Not Found,Usable,Unknown,1,0,0,0,0,Point,NA,0.078,0.039,0412,Payette National Forest,00,2021-02-23,eacb2f5f-faea-4a1f-b955-89c5eb22fb07,eacb2f5f-faea-4a1f-b955-89c5eb22fb07,NA,3.5530831019e-8,6.94805407133e-4,71,65.87999725341797,B,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1464,7.301877498626709,241.189208984375,23.125,-8.625,"c(-1592851.64351394, 2565438.974555)"
241600,Bear Basin Nest B,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2004-06-16,Day,Forest Service,NA,NA,Natural,Direct,"RICHARDS, DAN (Experienced)",2021-05-18,2021-05-18,Day,NA,Inactive,Usable,Reproducing,11,0,4,0,0,Point,NA,0.078,0.039,0412,Payette National Forest,02,2021-08-10,fdafacd4-4047-49a1-8c52-43a9dd383e9e,fdafacd4-4047-49a1-8c52-43a9dd383e9e,NA,3.57824178275e-8,6.98051763513e-4,54,55.439998626708984,B,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1692,7.934097766876221,185.77947998046875,27,16,"c(-1575440.61463721, 2608782.16555887)"
241009,Goshawk Nest - Jim Creek 2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2020-07-21,Day,Forest Service,NA,NA,Natural,Direct,"HARRISON, CORRIE (Experienced)",2024-04-23,2024-04-23,Day,NA,Inactive,Usable,Dependent or Nestling Period,4,1,1,1,0,Point,New nest site for the Jim Creek area. Heard two juveniles calling back and forth while near nest. One juvenile was at nest and then other was ~100m E of nest location.,0.078,0.039,0621,Colville National Forest,00,2025-04-01,f9fff1b7-92fb-46ee-9f4b-be8148eb2f0f,f9fff1b7-92fb-46ee-9f4b-be8148eb2f0f,NA,3.8376005037e-8,7.30921689672e-4,82,79.839996337890625,B,Douglas-fir-Grand Fir-White Fir Forest and Woodland,889,13.19902229309082,81.32682800292969,40.25,7.5,"c(-1582705.19600769, 3041448.57511572)"
238948,SIEGH55 2021 NOGO Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2021-06-30,Day,Forest Service,SIEGH55,NOGO Nest,Natural,Direct,"AMREIN, ANDREW (Experienced), CRUZ VALENCIA, ADA (Experienced), STEEN, KATELYN (Limited Experience), WILLIS, SAMUEL (No Experience)",2021-09-21,2021-09-21,Day,NA,Active,Usable,Reproducing,2,1,0,1,15,Point,Nest tree is a Douglas fir snag with a split crown. Nest is in the middle of the split crown. Nest stand is heavily burned with many snags.,0.078,0.039,0515,Sierra National Forest,03,2022-01-11,93af511c-3f3d-4626-8169-c6e95bf7c8fc,93af511c-3f3d-4626-8169-c6e95bf7c8fc,NA,3.1989104017e-8,6.48222121766e-4,30,34.31999969482422,C,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1372,3.921613931655884,58.39249801635742,17.375,12.375,"c(-2052260.40048665, 1868924.46964293)"
237996,R04F15D54T05-B,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2018-06-19,Day,Forest Service,Marlow Creek,NA,Natural,Direct,"KULA, ASHLY (Experienced), KULA, CHRISTOPHER (Experienced)",2023-06-23,2023-06-23,Day,NA,Active,Usable,Dependent or Nestling Period,8,2,3,1,0,Point,NA,0.078,0.039,0415,Caribou-Targhee National Forest,00,2023-08-17,e5574691-5820-40c1-ad06-e1275d21d183,e5574691-5820-40c1-ad06-e1275d21d183,NA,3.5010443682e-8,6.88061087826e-4,68,67.160003662109375,E,Douglas-fir Forest and Woodland,2124,9.738192558288574,339.3123474121094,30.375,-2.125,"c(-1238060.727036, 2397605.61534808)"
239190,2020 NOGO Alt Nest Tree 3,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2020-04-14,Day,Non-Forest Service,NA,NA,Natural,Reported,"ALLEN, JAMIE (Experienced), CONKEY, NETTINA (Experienced)",2020-06-03,2020-06-03,Exact,NA,Inactive,Usable,Reproducing,3,0,0,0,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2021-12-07,ed0b5b58-04bf-42ef-9486-72a28973af83,ed0b5b58-04bf-42ef-9486-72a28973af83,NA,3.3973317819e-8,6.74505495342e-4,66,48,B,California Mixed Evergreen Forest and Woodland,669,16.059694290161133,233.0854034423828,54.375,-44.625,"c(-2235145.0960638, 2410132.27117047)"
245635,Four Elk Nest 6,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2016-06-06,Day,Forest Service,NA,NA,Natural,Direct,"EATON, SAM (Experienced)",2019-06-11,2019-06-11,Day,NA,Inactive,Usable,Reproducing,3,0,2,0,0,Point,NA,0.078,0.039,0212,Pike-San Isabel National Forest,00,2021-02-23,e4306d76-20bd-40a6-8207-96f528f23e98,e4306d76-20bd-40a6-8207-96f528f23e98,NA,3.2584348519e-8,6.56146316535e-4,50,49.36000061035156,B,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,2848,10.088967323303223,107.06285858154297,32.75,-5.5,"c(-876821.48405346, 1811799.90456745)"
245811,North Chubb Park NOGO Nest 2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2004-08-07,Day,Forest Service,NA,021202 -,Natural,Direct,"(MIGRATED), D. AUSTIN (Experienced)",2020-06-16,2020-06-16,Exact,NA,Inactive,Usable,Dependent or Nestling Period,3,0,2,0,30,Point,"Feature coordinates entered manually.
Coordinates Manually Changed 12/15/2004; 

View Scale at Data Move  1:6686.137765",0.078,0.039,0212,Pike-San Isabel National Forest,00,2021-02-23,FNA_FTR38.9343106.051515122004506561,FNA_FTR38.9343106.051515122004506561,NA,3.25955389675e-8,6.56294627576e-4,54,45.68000030517578,C,"Aspen Forest, Woodland, and Parkland",3054,6.564905166625977,90.27948760986328,20.875,-4.625,"c(-861624.101791314, 1812948.74846025)"
245871,Northern Goshawk Nest Horseshoe -2014,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2014-07-22,Day,Forest Service,NA,NA,Natural,Direct,"FARLEY, SUE (Experienced)",2019-08-14,2019-08-14,Exact,NA,Unknown,Usable,Unknown,2,0,1,0,0,Point,NA,0.078,0.039,0504,Inyo National Forest,00,2021-02-23,f80d9e04-5da6-4ee0-bd8b-36434dfa52e6,f80d9e04-5da6-4ee0-bd8b-36434dfa52e6,NA,3.20165982925e-8,6.48588762223e-4,55,47.91999816894531,B,Lodgepole Pine Forest and Woodland,2740,2.8314499855041504,63.72578811645508,9,4.25,"c(-1992733.42296195, 1861509.46252642)"
249013,Black Rock 2009 NOGO Nest 10,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2009-01-01,Year,Forest Service,NA,2009,Natural,Direct,"DOUGLAS, ROBERT (Experienced)",2021-08-17,2021-08-17,Exact,NA,Inactive,Usable,Reproducing,7,0,0,1,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,e2963b8b-8596-40c5-a46b-fe9b9d6c01b5,e2963b8b-8596-40c5-a46b-fe9b9d6c01b5,NA,3.4018254302e-8,6.75095904603e-4,74,67.08000183105469,B,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1869,5.197917938232422,167.1643829345703,16.75,-8,"c(-2137359.73556828, 2391754.79500355)"
249305,Stewart Creek NOGO nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2009-08-04,Day,Forest Service,NA,NA,Natural,Unknown,"SLATAUSKI, TERI (Unknown)",2018-05-09,2018-05-09,Exact,NA,Inactive,Usable,Dependent or Nestling Period,3,0,2,2,0,Point,NA,0.078,0.039,0417,Humboldt-Toiyabe National Forest,00,2022-01-18,bddb39b3-aeb4-4f00-a08a-44857a19d1a0,bddb39b3-aeb4-4f00-a08a-44857a19d1a0,NA,3.2577848726e-8,6.56059790833e-4,56,47.52000045776367,C,"Aspen Forest, Woodland, and Parkland",2772,13.709373474121094,42.57524108886719,39.875,-12.625,"c(-1821285.58993753, 1968656.36388642)"
246987,Sinker Creek Northern Goshawk Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2020-07-13,Day,Forest Service,Mountain Home RD,Sinker Creek,Natural,Unknown,"BROCE, LORETTA (Experienced)",2021-06-30,2021-06-30,Exact,NA,Active,Usable,Dependent or Nestling Period,4,0,4,0,0,Point,NA,0.078,0.039,0402,Boise National Forest,00,2023-03-07,4eee7634-9ac1-4aeb-80ad-907cce3441e2,4eee7634-9ac1-4aeb-80ad-907cce3441e2,NA,3.50657589355e-8,6.88780013737e-4,50,56.47999954223633,C,"Ponderosa Pine Forest, Woodland and Savanna",1538,12.175625801086426,65.23526763916016,42.625,22.125,"c(-1603751.64056472, 2477870.83864544)"
247744,Fooses NOGO Nest 1,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-07-19,Exact,Forest Service,NA,NA,Natural,Direct,"SCHIANO, ROSEMARY (Experienced)",2019-07-19,2019-07-19,Exact,NA,Inactive,Usable,Reproducing,1,0,0,0,0,Point,NA,0.078,0.039,0212,Pike-San Isabel National Forest,03,2021-02-23,e235006b-fa55-477f-8ccf-a1234f6ca09a,e235006b-fa55-477f-8ccf-a1234f6ca09a,NA,3.24176192545e-8,6.5392953198e-4,30,29.399999618530273,C,"Aspen Forest, Woodland, and Parkland",2936,15.856270790100098,149.73541259765625,48.5,-10.75,"c(-884679.148088062, 1770635.06941543)"
246938,Goshawk Nest - Little Tacoma Creek,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2018-07-01,Month,Forest Service,NA,NA,Natural,Unknown,"BORYSEWICZ, MIKE (Experienced), VOLL, KALE (Experienced)",2020-06-18,2020-06-18,Day,NA,Inactive,Usable,Reproducing,3,1,2,1,0,Point,NA,0.078,0.039,0621,Colville National Forest,00,2023-09-27,13e00143-1b12-4d80-ace8-ec6ac1de3445,13e00143-1b12-4d80-ace8-ec6ac1de3445,NA,3.81780571625e-8,7.28453182175e-4,84,79,B,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1080,6.399860382080078,217.2713623046875,21.125,9.625,"c(-1588021.14700111, 3012865.20236967)"
244297,Cabin Canyon NOGO Nest A,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2020-07-09,Exact,Forest Service,SJ-NOGO-D27A,NA,Natural,Direct,"ROBINSON, BENJAMIN (Experienced)",2022-06-09,2022-06-09,Day,NA,Active,Usable,Dependent or Nestling Period,3,0,3,0,20,Point,"Nest is against bole of PIPO, about 10m high. Tree is flagged orange/white.",0.078,0.039,0213,San Juan National Forest,24,2022-06-30,393ba03c-7af5-46f1-bfdd-f37ba1fc425e,393ba03c-7af5-46f1-bfdd-f37ba1fc425e,NA,3.2036984932e-8,6.48860548115e-4,38,46.279998779296875,E,"Ponderosa Pine Forest, Woodland and Savanna",2401,1.9741246700286865,210.3236083984375,9.125,-6.375,"c(-1101480.74014911, 1697805.62997666)"
244327,Goshawk Nest - Nine Mile Falls D,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2021-06-03,Day,Forest Service,NA,NA,Natural,Direct,"TIMMONS, DYLAN H (Experienced), RETICH, KELSEY (Experienced), TILLER, KATIE (Experienced)",2021-07-21,2021-07-21,Day,NA,Active,Usable,Reproducing,2,0,1,1,0,Point,"D. Timmons found the nest Larch 18"" dbh nest at least 60' high",0.078,0.039,0621,Colville National Forest,00,2023-09-27,10b9eb4b-869c-4d6a-aa12-5efd7164558a,10b9eb4b-869c-4d6a-aa12-5efd7164558a,NA,3.82122320575e-8,7.28879639128e-4,78,73.23999786376953,B,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1083,2.947070837020874,27.96223258972168,9.875,3.875,"c(-1673482.85370147, 3038243.84145032)"
244061,Shingle Spr 2004 NOGO Nest 4,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2004-01-01,Year,Forest Service,NA,"2004, '08, '09",Natural,Direct,"BURCHER, AIMEE (Limited Experience)",2023-08-07,2023-08-07,Exact,NA,Inactive,Usable,Reproducing,6,0,0,2,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2025-01-10,000c57e7-7edd-49fc-8d36-eed07014673d,000c57e7-7edd-49fc-8d36-eed07014673d,NA,3.38703623575e-8,6.7315267999e-4,68,65.23999786376953,E,Western Riparian Woodland and Shrubland,1690,3.3860063552856445,56.61148452758789,9.875,-1.625,"c(-2133126.20886505, 2357497.0146431)"
244781,Northern Goshawk Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter atricapillus,Species,Birds,2020-06-01,Day,Forest Service,R02F03D03T32b,Star 9 Territory,Natural,Direct,"WHEELER, JAMIE (Experienced), CLARK, TRACY (Experienced)",2024-06-04,2024-06-04,Day,NA,Inactive,Usable,Reproducing,7,0,4,0,0,Point,NA,0.078,0.039,0203,Black Hills National Forest,00,2025-02-11,9a25065d-69a0-4b6b-b3dc-69499a9ea2ce,9a25065d-69a0-4b6b-b3dc-69499a9ea2ce,NA,3.49934101635e-8,6.87839487496e-4,68,64.76000213623047,E,"Ponderosa Pine Forest, Woodland and Savanna",1614,1.1260693073272705,271.6365661621094,7.625,5.875,"c(-613987.125855849, 2317942.62140657)"
244696,Cow Creek A,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1994-01-01,Year,Forest Service,NA,NA,Natural,Direct,"UNKNOWN, PERSON (Unknown)",2019-07-16,2019-07-16,Day,NA,Inactive,Usable,Reproducing,8,0,0,0,200,Point,Visitor Unkown. Qualifications of visitor are unknown.,0.078,0.039,0412,Payette National Forest,00,2021-02-23,6e05b1d1-1ad1-4000-b103-9f19198298be,6e05b1d1-1ad1-4000-b103-9f19198298be,NA,3.58020269015e-8,6.98304623532e-4,74,62.439998626708984,C,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1443,4.959039211273193,282.3277587890625,18.5,-9.5,"c(-1609631.13513962, 2619846.28798508)"
251976,NOGO Nest 2019,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-06-27,Exact,Forest Service,R05F03D56T28_03,Nest,Natural,Direct,"PLACERVILLE, WILDLIFE CREW (Experienced)",2019-07-30,2019-07-30,Exact,NA,Active,Usable,Semi-Dependent or Fledgling Period,2,0,0,0,0,Point,NA,0.078,0.039,0503,Eldorado National Forest,00,2021-02-23,f8d96f9e-04eb-4487-bc05-a24ff807923f,f8d96f9e-04eb-4487-bc05-a24ff807923f,NA,3.24838701115e-8,6.54810765425e-4,70,61.91999816894531,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1703,3.3280272483825684,257.17120361328125,18.625,-15.875,"c(-2075254.70077527, 2006813.70640017)"
